Sale_ID,Sale_Date,Region,State,Product_Category,Product_Subcategory,Product_Name,Quantity,Unit_Price,Total_Sales,Discount_Percentage,Profit,Season,Festival,Payment_Mode
207,2024-01-24,South,Karnataka,Clothing,Men's Wear,Standard Men's Wear,3,2690,6859.5,15,1589.94,Winter,Pongal,Net Banking
208,2024-10-19,Central,Madhya Pradesh,Home Appliances,Refrigerators,Basic Refrigerators,4,7775,31100,0,5571.55,Festive,Navratri,Credit Card
209,2024-08-31,South,Kerala,Furniture,Chair,Premium Chair,5,11767,58835,0,3045.86,Monsoon,None,Net Banking
210,2024-08-18,North,Haryana,Electronics,Mobile Phones,Premium Mobile Phones,1,18131,15411.35,15,1682.8,Monsoon,None,Credit Card
211,2024-11-02,Central,Chhattisgarh,Home Appliances,Microwave Ovens,Standard Microwave Ovens,1,12508,12508,0,2716.21,Festive,Navratri,Cash
212,2024-03-21,West,Rajasthan,Groceries,Cereals,Basic Cereals,4,338,1352,0,194.82,Summer,None,UPI
213,2024-08-19,East,West Bengal,Home Appliances,Washing Machines,Premium Washing Machines,1,26356,25038.2,5,4509.01,Monsoon,None,Credit Card
214,2024-05-15,West,Maharashtra,Clothing,Men's Wear,Standard Men's Wear,4,1689,6756,0,1007.65,Summer,None,Net Banking
215,2024-03-05,Central,Madhya Pradesh,Furniture,Chair,Standard Chair,5,7648,32504,15,4899.49,Summer,None,Credit Card
216,2024-01-10,South,Tamil Nadu,Clothing,Men's Wear,Basic Men's Wear,4,2371,8535.6,10,795.84,Winter,Pongal,UPI
217,2024-02-25,North,Delhi,Clothing,Men's Wear,Basic Men's Wear,5,2820,11985,15,2174.51,Winter,None,Credit Card
218,2024-10-23,East,Assam,Clothing,Women's Wear,Standard Women's Wear,3,2209,5964.3,10,651.58,Festive,Diwali,UPI
219,2024-04-13,East,West Bengal,Groceries,Beverages,Standard Beverages,4,566,2150.8,5,244.06,Summer,None,Net Banking
220,2024-12-28,South,Karnataka,Furniture,Dining Table,Basic Dining Table,1,3478,3304.1,5,178.38,Winter,Pongal,Net Banking
221,2024-07-30,West,Maharashtra,Home Appliances,Microwave Ovens,Basic Microwave Ovens,4,28951,110013.8,5,19822.49,Monsoon,None,Cash
222,2024-02-28,Central,Madhya Pradesh,Furniture,Dining Table,Standard Dining Table,3,46286,124972.2,10,24251.58,Winter,None,Cash
223,2024-12-29,South,Telangana,Groceries,Snacks,Standard Snacks,1,286,271.7,5,57.82,Winter,Pongal,UPI
224,2024-11-17,West,Maharashtra,Electronics,Smart TVs,Premium Smart TVs,5,11856,47424,20,10605.78,Festive,Diwali,Debit Card
225,2024-10-31,Central,Madhya Pradesh,Clothing,Kids Wear,Premium Kids Wear,4,2681,10724,0,1958.08,Festive,Navratri,Debit Card
226,2024-12-22,Central,Chhattisgarh,Groceries,Beverages,Basic Beverages,5,600,3000,0,585.46,Winter,None,Credit Card
227,2024-12-30,South,Tamil Nadu,Furniture,Sofa,Premium Sofa,3,8192,24576,0,4524.48,Winter,Pongal,UPI
228,2024-12-15,West,Maharashtra,Electronics,Earphones,Standard Earphones,1,25050,22545,10,3810.63,Winter,None,Net Banking
229,2024-01-02,Central,Chhattisgarh,Groceries,Snacks,Premium Snacks,5,886,4430,0,351.9,Winter,None,Cash
230,2024-06-08,South,Tamil Nadu,Furniture,Bed,Basic Bed,4,35294,141176,0,8661.86,Monsoon,None,UPI
231,2024-12-26,South,Telangana,Electronics,Laptops,Standard Laptops,4,47187,179310.6,5,30780.72,Winter,Pongal,Net Banking
232,2024-03-17,West,Rajasthan,Home Appliances,Microwave Ovens,Basic Microwave Ovens,5,16228,73026,10,10491.96,Summer,None,Credit Card
233,2024-12-12,West,Maharashtra,Electronics,Mobile Phones,Premium Mobile Phones,2,11244,21363.6,5,3342.27,Winter,None,Debit Card
234,2024-10-08,West,Maharashtra,Groceries,Beverages,Premium Beverages,1,560,560,0,101.46,Festive,Ganesh Chaturthi,Debit Card
235,2024-12-27,North,Punjab,Groceries,Snacks,Basic Snacks,3,827,2232.9,10,298.49,Winter,None,Net Banking
236,2024-09-22,South,Karnataka,Electronics,Mobile Phones,Standard Mobile Phones,1,18893,18893,0,3712.78,Festive,Pongal,UPI
237,2024-12-20,North,Punjab,Electronics,Smart TVs,Basic Smart TVs,4,63660,254640,0,39308.23,Winter,None,Cash
238,2024-04-29,North,Punjab,Furniture,Sofa,Basic Sofa,3,8734,24891.9,5,1303.44,Summer,None,Cash
239,2024-06-04,East,Odisha,Clothing,Kids Wear,Premium Kids Wear,4,1757,7028,0,449.01,Monsoon,None,Net Banking
240,2024-08-15,North,Uttar Pradesh,Groceries,Spices,Basic Spices,5,972,4860,0,881.71,Monsoon,None,Debit Card
241,2024-06-01,East,Odisha,Home Appliances,Microwave Ovens,Basic Microwave Ovens,2,38747,77494,0,14696.24,Monsoon,None,Credit Card
242,2024-11-20,North,Uttar Pradesh,Groceries,Cereals,Standard Cereals,4,920,3680,0,556.54,Festive,Diwali,Cash
243,2024-11-07,West,Maharashtra,Clothing,Women's Wear,Standard Women's Wear,1,2131,2131,0,139.68,Festive,Diwali,Credit Card
244,2024-06-16,West,Rajasthan,Electronics,Laptops,Standard Laptops,3,22280,66840,0,16426.09,Monsoon,None,Cash
245,2024-11-14,Central,Chhattisgarh,Clothing,Kids Wear,Standard Kids Wear,2,2721,5442,0,1204.67,Festive,Diwali,Credit Card
246,2024-03-02,South,Karnataka,Clothing,Men's Wear,Premium Men's Wear,5,2621,13105,0,2421.04,Summer,None,Credit Card
247,2024-04-18,North,Uttar Pradesh,Furniture,Dining Table,Standard Dining Table,4,40652,162608,0,35972.05,Summer,None,UPI
248,2024-06-12,West,Maharashtra,Furniture,Sofa,Basic Sofa,4,15524,62096,0,15115,Monsoon,None,Debit Card
249,2024-11-20,East,Odisha,Groceries,Beverages,Premium Beverages,2,536,1018.4,5,65.85,Festive,Diwali,Debit Card
250,2024-07-27,East,Assam,Furniture,Chair,Standard Chair,1,42791,42791,0,10444.33,Monsoon,None,UPI
251,2024-04-10,Central,Madhya Pradesh,Furniture,Chair,Basic Chair,4,49225,167365,15,26297.57,Summer,None,UPI
252,2024-02-08,South,Karnataka,Furniture,Dining Table,Premium Dining Table,4,20713,78709.4,5,14114.36,Winter,Pongal,UPI
253,2024-03-13,East,West Bengal,Furniture,Bed,Standard Bed,3,23513,56431.2,20,5341.25,Summer,None,Cash
254,2024-10-08,South,Telangana,Furniture,Dining Table,Standard Dining Table,3,12827,36556.95,5,7681.07,Festive,Pongal,Debit Card
255,2024-11-25,North,Punjab,Electronics,Earphones,Basic Earphones,4,52281,198667.8,5,11882.75,Festive,Holi,Debit Card
256,2024-09-01,North,Uttar Pradesh,Electronics,Earphones,Standard Earphones,5,42327,179889.75,15,26295.35,Festive,Diwali,Net Banking
257,2024-07-23,West,Rajasthan,Furniture,Bed,Basic Bed,4,18829,75316,0,12795.91,Monsoon,None,UPI
258,2024-06-08,North,Haryana,Clothing,Women's Wear,Premium Women's Wear,4,1935,6966,10,661.88,Monsoon,None,Credit Card
259,2024-02-25,East,West Bengal,Electronics,Earphones,Basic Earphones,1,17538,16661.1,5,3503.96,Winter,None,UPI
260,2024-01-26,South,Tamil Nadu,Clothing,Kids Wear,Basic Kids Wear,3,1759,5277,0,1173.72,Winter,Pongal,Credit Card
261,2024-09-21,East,Assam,Electronics,Earphones,Basic Earphones,4,60960,231648,5,29198.2,Festive,Durga Puja,Cash
262,2024-09-25,Central,Chhattisgarh,Home Appliances,Microwave Ovens,Premium Microwave Ovens,3,6166,16648.2,10,2061.82,Festive,Diwali,Net Banking
263,2024-06-03,North,Haryana,Furniture,Bed,Premium Bed,1,20942,20942,0,4340.95,Monsoon,None,UPI
264,2024-05-17,West,Gujarat,Home Appliances,Washing Machines,Basic Washing Machines,2,31009,58917.1,5,10830.12,Summer,None,Debit Card
265,2024-07-03,East,Assam,Electronics,Smart TVs,Standard Smart TVs,2,8396,15952.4,5,2872.56,Monsoon,None,UPI
266,2024-04-07,South,Telangana,Groceries,Snacks,Premium Snacks,2,203,406,0,58.21,Summer,None,Credit Card
267,2024-08-10,North,Delhi,Home Appliances,Refrigerators,Premium Refrigerators,4,38017,152068,0,31716.27,Monsoon,None,UPI
268,2024-12-21,West,Rajasthan,Home Appliances,Washing Machines,Premium Washing Machines,3,5420,13821,15,1978.31,Winter,None,Net Banking
269,2024-02-28,West,Gujarat,Furniture,Dining Table,Basic Dining Table,3,47171,127361.7,10,22094.4,Winter,None,Debit Card
270,2024-08-07,South,Kerala,Furniture,Bed,Standard Bed,1,15586,14806.7,5,2721.59,Monsoon,None,Debit Card
271,2024-03-16,East,Assam,Electronics,Mobile Phones,Standard Mobile Phones,3,29518,88554,0,18045.74,Summer,None,Debit Card
272,2024-05-12,North,Uttar Pradesh,Clothing,Kids Wear,Standard Kids Wear,2,1359,2718,0,405.59,Summer,None,Credit Card
273,2024-09-14,North,Punjab,Clothing,Kids Wear,Basic Kids Wear,4,2964,10670.4,10,2079.57,Festive,Holi,Credit Card
274,2024-05-26,South,Telangana,Furniture,Chair,Basic Chair,4,6632,23875.2,10,3589.28,Summer,None,Net Banking
275,2024-07-02,South,Telangana,Electronics,Laptops,Standard Laptops,3,60502,181506,0,29712.31,Monsoon,None,UPI
276,2024-01-19,Central,Madhya Pradesh,Electronics,Smart TVs,Premium Smart TVs,4,56415,203094,10,19312.21,Winter,None,Net Banking
277,2024-06-09,South,Karnataka,Furniture,Bed,Standard Bed,2,25480,45864,10,8195.87,Monsoon,None,Credit Card
278,2024-07-26,East,West Bengal,Electronics,Laptops,Premium Laptops,2,31500,63000,0,7096.15,Monsoon,None,Debit Card
279,2024-11-17,Central,Madhya Pradesh,Groceries,Cereals,Basic Cereals,5,380,1900,0,421.86,Festive,Navratri,Credit Card
280,2024-05-17,Central,Madhya Pradesh,Electronics,Earphones,Basic Earphones,3,57602,146885.1,15,17949.94,Summer,None,Net Banking
281,2024-09-07,South,Tamil Nadu,Clothing,Men's Wear,Premium Men's Wear,4,2814,11256,0,2110.1,Festive,Onam,Debit Card
282,2024-12-10,Central,Chhattisgarh,Electronics,Laptops,Premium Laptops,1,37910,34119,10,6722.76,Winter,None,Credit Card
283,2024-05-03,North,Punjab,Furniture,Chair,Premium Chair,5,14459,65065.5,10,7195.91,Summer,None,Net Banking
284,2024-08-29,North,Punjab,Clothing,Men's Wear,Standard Men's Wear,3,687,2061,0,285.92,Monsoon,None,UPI
285,2024-12-15,Central,Madhya Pradesh,Furniture,Sofa,Basic Sofa,5,42807,203333.25,5,38985.5,Winter,None,UPI
286,2024-06-06,South,Kerala,Home Appliances,Washing Machines,Basic Washing Machines,4,15103,54370.8,10,3103.75,Monsoon,None,Credit Card
287,2024-07-01,West,Maharashtra,Home Appliances,Microwave Ovens,Basic Microwave Ovens,3,24408,65901.6,10,12398.11,Monsoon,None,Credit Card
288,2024-04-04,West,Gujarat,Clothing,Kids Wear,Standard Kids Wear,2,628,1067.6,15,187.53,Summer,None,Net Banking
289,2024-07-17,North,Haryana,Home Appliances,Microwave Ovens,Premium Microwave Ovens,4,3992,15968,0,2398.51,Monsoon,None,Credit Card
290,2024-05-16,East,Odisha,Home Appliances,Washing Machines,Premium Washing Machines,3,29606,84377.1,5,4310.25,Summer,None,Credit Card
291,2024-05-06,West,Gujarat,Electronics,Earphones,Premium Earphones,4,54108,216432,0,27381.64,Summer,None,UPI
292,2024-09-23,South,Kerala,Furniture,Bed,Basic Bed,3,15521,44234.85,5,7745.06,Festive,Onam,Cash
293,2024-08-04,West,Rajasthan,Groceries,Spices,Basic Spices,3,236,637.2,10,153.68,Monsoon,None,Cash
294,2024-02-13,Central,Madhya Pradesh,Groceries,Snacks,Basic Snacks,1,272,258.4,5,41.66,Winter,None,Net Banking
295,2024-06-06,South,Kerala,Furniture,Bed,Standard Bed,5,15960,63840,20,8151.1,Monsoon,None,Net Banking
296,2024-07-03,East,Assam,Home Appliances,Microwave Ovens,Basic Microwave Ovens,4,35219,140876,0,10733.24,Monsoon,None,Net Banking
297,2024-12-27,East,Odisha,Clothing,Men's Wear,Basic Men's Wear,2,1829,3658,0,198.68,Winter,None,Cash
298,2024-07-22,West,Rajasthan,Furniture,Chair,Basic Chair,2,17016,34032,0,5865.85,Monsoon,None,Net Banking
299,2024-06-18,South,Tamil Nadu,Furniture,Bed,Premium Bed,1,13410,12739.5,5,2126.92,Monsoon,None,Debit Card
300,2024-11-11,South,Tamil Nadu,Furniture,Chair,Premium Chair,3,6783,19331.55,5,1086.52,Festive,Pongal,UPI
301,2024-10-12,South,Kerala,Clothing,Men's Wear,Standard Men's Wear,4,1995,7980,0,1107.07,Festive,Pongal,UPI
302,2024-01-20,East,West Bengal,Furniture,Bed,Basic Bed,4,21213,84852,0,18859.79,Winter,None,Credit Card
303,2024-09-08,West,Maharashtra,Clothing,Kids Wear,Standard Kids Wear,2,2258,4516,0,960.14,Festive,Diwali,Debit Card
304,2024-12-21,South,Telangana,Home Appliances,Washing Machines,Standard Washing Machines,3,30119,85839.15,5,6386.54,Winter,Pongal,UPI
305,2024-11-07,West,Gujarat,Groceries,Beverages,Premium Beverages,4,202,767.6,5,111.74,Festive,Diwali,Credit Card
306,2024-06-22,South,Karnataka,Electronics,Earphones,Standard Earphones,5,46948,199529,15,22400.83,Monsoon,None,Cash
307,2024-02-14,Central,Madhya Pradesh,Home Appliances,Microwave Ovens,Standard Microwave Ovens,4,38792,155168,0,11074.69,Winter,None,Cash
308,2024-03-08,South,Telangana,Electronics,Mobile Phones,Basic Mobile Phones,4,48868,175924.8,10,40481.22,Summer,None,Net Banking
309,2024-09-09,East,Odisha,Groceries,Spices,Premium Spices,2,959,1726.2,10,132.39,Festive,Diwali,UPI
310,2024-07-07,South,Kerala,Home Appliances,Refrigerators,Standard Refrigerators,1,6763,6763,0,504.72,Monsoon,None,Credit Card
311,2024-06-01,West,Rajasthan,Clothing,Men's Wear,Basic Men's Wear,4,2221,8884,0,1679.43,Monsoon,None,Debit Card
312,2024-11-28,East,Odisha,Furniture,Sofa,Standard Sofa,2,35346,70692,0,11606.22,Festive,Durga Puja,Net Banking
313,2024-08-07,East,West Bengal,Electronics,Mobile Phones,Standard Mobile Phones,5,6565,29542.5,10,5702.38,Monsoon,None,Cash
314,2024-03-23,South,Tamil Nadu,Electronics,Smart TVs,Basic Smart TVs,5,40342,191624.5,5,47235.29,Summer,None,Credit Card
315,2024-04-18,North,Delhi,Groceries,Snacks,Premium Snacks,5,204,1020,0,108.35,Summer,None,Credit Card
316,2024-04-24,East,Odisha,Groceries,Beverages,Standard Beverages,3,231,693,0,77.13,Summer,None,Cash
317,2024-08-17,Central,Chhattisgarh,Furniture,Sofa,Premium Sofa,3,32583,92861.55,5,19557.78,Monsoon,None,Credit Card
318,2024-03-02,East,West Bengal,Electronics,Smart TVs,Basic Smart TVs,4,65460,261840,0,57515.41,Summer,None,Debit Card
319,2024-12-07,Central,Madhya Pradesh,Home Appliances,Refrigerators,Standard Refrigerators,5,30890,146727.5,5,29244.18,Winter,None,Cash
320,2024-06-21,West,Maharashtra,Furniture,Chair,Standard Chair,4,42160,168640,0,13995.51,Monsoon,None,Cash
321,2024-03-01,North,Uttar Pradesh,Clothing,Men's Wear,Premium Men's Wear,5,2552,12760,0,3141.79,Summer,None,Cash
322,2024-04-11,North,Delhi,Clothing,Women's Wear,Premium Women's Wear,4,2056,6579.2,20,1336.38,Summer,None,UPI
323,2024-10-02,North,Haryana,Furniture,Dining Table,Standard Dining Table,2,43201,82081.9,5,11220.3,Festive,Lohri,Cash
324,2024-04-06,South,Karnataka,Furniture,Dining Table,Basic Dining Table,1,32516,30890.2,5,3621.5,Summer,None,Credit Card
325,2024-08-12,South,Tamil Nadu,Furniture,Bed,Premium Bed,5,35946,143784,20,33296.8,Monsoon,None,Debit Card
326,2024-03-01,West,Maharashtra,Home Appliances,Refrigerators,Standard Refrigerators,4,27160,108640,0,11470.31,Summer,None,Cash
327,2024-01-16,South,Telangana,Groceries,Spices,Standard Spices,2,139,264.1,5,44.27,Winter,Pongal,Debit Card
328,2024-01-14,Central,Chhattisgarh,Clothing,Kids Wear,Standard Kids Wear,5,2967,14835,0,2882.07,Winter,None,UPI
329,2024-07-28,South,Karnataka,Furniture,Dining Table,Standard Dining Table,3,35294,89999.7,15,16609.67,Monsoon,None,Net Banking
330,2024-01-22,West,Rajasthan,Furniture,Sofa,Standard Sofa,2,38511,77022,0,4838.61,Winter,None,Credit Card
331,2024-01-03,South,Kerala,Furniture,Chair,Premium Chair,4,21686,78069.6,10,8870.22,Winter,Pongal,Cash
332,2024-01-19,North,Uttar Pradesh,Clothing,Kids Wear,Basic Kids Wear,1,1990,1890.5,5,368.97,Winter,None,Net Banking
333,2024-03-20,North,Punjab,Electronics,Laptops,Premium Laptops,4,54917,219668,0,51424.45,Summer,None,Cash
334,2024-06-04,South,Tamil Nadu,Groceries,Cereals,Basic Cereals,2,811,1540.9,5,223.12,Monsoon,None,Net Banking
335,2024-10-19,Central,Madhya Pradesh,Clothing,Women's Wear,Premium Women's Wear,1,1865,1678.5,10,156.68,Festive,Diwali,Net Banking
336,2024-11-18,South,Kerala,Home Appliances,Microwave Ovens,Standard Microwave Ovens,5,31294,148646.5,5,18504.65,Festive,Onam,UPI
337,2024-02-07,East,Odisha,Home Appliances,Refrigerators,Basic Refrigerators,1,39322,37355.9,5,4298.21,Winter,None,Credit Card
338,2024-01-13,North,Punjab,Home Appliances,Washing Machines,Standard Washing Machines,2,23160,44004,5,10382.19,Winter,None,Credit Card
339,2024-08-23,South,Kerala,Electronics,Smart TVs,Basic Smart TVs,1,29917,28421.15,5,6839.46,Monsoon,None,Cash
340,2024-11-27,East,West Bengal,Clothing,Men's Wear,Premium Men's Wear,1,1297,1167.3,10,222.55,Festive,Durga Puja,UPI
341,2024-05-01,East,West Bengal,Groceries,Snacks,Basic Snacks,4,618,2472,0,374.27,Summer,None,Cash
342,2024-07-08,Central,Chhattisgarh,Clothing,Men's Wear,Basic Men's Wear,1,2066,1652.8,20,247.44,Monsoon,None,Debit Card
343,2024-06-06,North,Punjab,Furniture,Dining Table,Basic Dining Table,2,44878,89756,0,17040.82,Monsoon,None,Cash
344,2024-02-26,West,Maharashtra,Clothing,Kids Wear,Premium Kids Wear,1,2982,2982,0,284.79,Winter,None,Credit Card
345,2024-11-01,Central,Chhattisgarh,Home Appliances,Washing Machines,Premium Washing Machines,1,29845,29845,0,2630.12,Festive,Diwali,UPI
346,2024-05-09,Central,Chhattisgarh,Groceries,Snacks,Premium Snacks,5,465,1976.25,15,157.68,Summer,None,Debit Card
347,2024-02-21,Central,Chhattisgarh,Electronics,Mobile Phones,Standard Mobile Phones,5,26588,126293,5,24597.68,Winter,None,Credit Card
348,2024-01-23,West,Gujarat,Home Appliances,Refrigerators,Premium Refrigerators,5,34983,174915,0,41594.65,Winter,None,Debit Card
349,2024-05-21,East,Odisha,Furniture,Chair,Basic Chair,1,48680,46246,5,9089.11,Summer,None,Credit Card
350,2024-07-17,West,Maharashtra,Furniture,Chair,Basic Chair,3,29421,79436.7,10,5012.27,Monsoon,None,Credit Card
351,2024-10-13,South,Kerala,Clothing,Kids Wear,Basic Kids Wear,1,2533,2533,0,532.31,Festive,Pongal,UPI
352,2024-06-21,Central,Chhattisgarh,Home Appliances,Refrigerators,Standard Refrigerators,3,39471,112492.35,5,19664.15,Monsoon,None,Credit Card
353,2024-08-22,South,Tamil Nadu,Home Appliances,Refrigerators,Basic Refrigerators,3,20241,57686.85,5,11653.32,Monsoon,None,Credit Card
354,2024-11-30,North,Punjab,Clothing,Kids Wear,Basic Kids Wear,5,1516,6443,15,1019.59,Festive,Diwali,Cash
355,2024-02-05,East,Odisha,Groceries,Cereals,Premium Cereals,4,775,2945,5,243.61,Winter,None,Credit Card
356,2024-08-26,East,Odisha,Groceries,Cereals,Premium Cereals,1,304,288.8,5,71.56,Monsoon,None,UPI
357,2024-07-17,North,Delhi,Clothing,Women's Wear,Basic Women's Wear,4,1915,7277,5,416.64,Monsoon,None,Net Banking
358,2024-02-27,West,Maharashtra,Electronics,Laptops,Standard Laptops,4,17450,69800,0,4722.58,Winter,None,Net Banking
359,2024-09-12,North,Delhi,Groceries,Beverages,Standard Beverages,4,761,2891.8,5,160.48,Festive,Diwali,Credit Card
360,2024-12-26,South,Karnataka,Furniture,Chair,Premium Chair,5,13190,62652.5,5,11654.41,Winter,Pongal,UPI
361,2024-07-17,West,Maharashtra,Home Appliances,Microwave Ovens,Basic Microwave Ovens,3,24477,66087.9,10,11480.78,Monsoon,None,Credit Card
362,2024-09-26,West,Gujarat,Groceries,Beverages,Standard Beverages,1,629,597.55,5,75.37,Festive,Ganesh Chaturthi,Cash
363,2024-07-15,Central,Madhya Pradesh,Groceries,Beverages,Basic Beverages,3,909,2590.65,5,137.14,Monsoon,None,UPI
364,2024-08-17,North,Delhi,Home Appliances,Microwave Ovens,Basic Microwave Ovens,5,21098,94941,10,7719.25,Monsoon,None,Net Banking
365,2024-06-06,East,Odisha,Clothing,Women's Wear,Premium Women's Wear,5,2613,11105.25,15,780.41,Monsoon,None,Net Banking
366,2024-01-15,West,Gujarat,Electronics,Mobile Phones,Standard Mobile Phones,5,35332,167827,5,26904.52,Winter,None,UPI
367,2024-05-11,Central,Chhattisgarh,Clothing,Kids Wear,Basic Kids Wear,4,2462,7878.4,20,1284.15,Summer,None,Net Banking
368,2024-01-09,Central,Madhya Pradesh,Clothing,Kids Wear,Standard Kids Wear,3,2948,7075.2,20,390.65,Winter,None,UPI
369,2024-05-17,West,Maharashtra,Furniture,Sofa,Basic Sofa,3,15385,43847.25,5,9929.96,Summer,None,Debit Card
370,2024-11-13,South,Tamil Nadu,Home Appliances,Refrigerators,Premium Refrigerators,3,18463,49850.1,10,11011.55,Festive,Onam,Credit Card
371,2024-04-30,North,Haryana,Furniture,Chair,Premium Chair,5,2595,10380,20,1689.74,Summer,None,Debit Card
372,2024-10-20,East,West Bengal,Groceries,Beverages,Standard Beverages,1,148,148,0,16.27,Festive,Durga Puja,Debit Card
373,2024-04-08,East,West Bengal,Furniture,Chair,Premium Chair,4,31775,127100,0,26565.38,Summer,None,Net Banking
374,2024-10-18,South,Kerala,Furniture,Bed,Premium Bed,5,46188,219393,5,35392.88,Festive,Pongal,Debit Card
375,2024-08-20,North,Delhi,Furniture,Chair,Basic Chair,5,32154,152731.5,5,12253.4,Monsoon,None,Net Banking
376,2024-02-07,West,Rajasthan,Electronics,Earphones,Basic Earphones,5,23569,106060.5,10,9007.22,Winter,None,Net Banking
377,2024-01-26,West,Rajasthan,Furniture,Bed,Basic Bed,5,47920,239600,0,48256.73,Winter,None,Debit Card
378,2024-11-27,North,Punjab,Electronics,Mobile Phones,Premium Mobile Phones,2,7458,14916,0,3416.16,Festive,Holi,Credit Card
379,2024-06-30,Central,Chhattisgarh,Home Appliances,Microwave Ovens,Standard Microwave Ovens,4,4131,16524,0,2986.46,Monsoon,None,UPI
